OBJECTID,DESCRIPTION,ID,ECYMTN1524,ECYMTN1524_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
282,"J0Z (Lorrainville, QC)",J0Z,454,3.01,3.01,59867601510.0,2216439.0400546975,1753800849569,Synapse54,1753800849569,Synapse54
283,"J1A (Coaticook, QC)",J1A,139,3.15,3.15,568143726.5,138682.11350637994,1753800849569,Synapse54,1753800849569,Synapse54
284,"J1C (Sherbrooke, QC)",J1C,70,2.45,2.45,148314795.5,58854.95341782354,1753800849569,Synapse54,1753800849569,Synapse54
285,"J1E (Sherbrooke, QC)",J1E,1098,8.13,8.13,36392307.5,31305.785200373433,1753800849569,Synapse54,1753800849569,Synapse54
286,"J1G (Sherbrooke, QC)",J1G,407,4.27,4.27,23722537.5,26568.26494121696,1753800849569,Synapse54,1753800849569,Synapse54
287,"J1H (Sherbrooke, QC)",J1H,2233,12.99,12.99,90156997.5,95524.0591322304,1753800849569,Synapse54,1753800849569,Synapse54
288,"J1J (Sherbrooke, QC)",J1J,354,4.55,4.55,14850239.5,21529.415696903085,1753800849569,Synapse54,1753800849569,Synapse54
289,"J1K (Sherbrooke, QC)",J1K,652,17.5,17.5,14646372.0,20632.820225363073,1753800849569,Synapse54,1753800849569,Synapse54
290,"J1L (Sherbrooke, QC)",J1L,318,3.88,3.88,27073074.0,24825.97616578884,1753800849569,Synapse54,1753800849569,Synapse54
291,"J1M (Sherbrooke, QC)",J1M,315,11.26,11.26,66319442.5,51850.27975629163,1753800849569,Synapse54,1753800849569,Synapse54
292,"J1N (Sherbrooke, QC)",J1N,385,2.51,2.51,196798113.5,75865.43435097949,1753800849569,Synapse54,1753800849569,Synapse54
293,"J1R (Sherbrooke, QC)",J1R,61,1.3,1.3,129969730.0,55500.89678544112,1753800849569,Synapse54,1753800849569,Synapse54
294,"J1S (Windsor, QC)",J1S,123,3.51,3.51,306725365.5,94080.75320925176,1753800849569,Synapse54,1753800849569,Synapse54
295,"J1T (Val-Des-Sources, QC)",J1T,153,3.71,3.71,94108625.0,49846.76465177346,1753800849569,Synapse54,1753800849569,Synapse54
296,"J1X (Magog, QC)",J1X,330,1.93,1.93,728921445.0,201253.21200864858,1753800849569,Synapse54,1753800849569,Synapse54
297,"J1Z (Saint-Cyrille-De-Wendover, QC)",J1Z,60,2.62,2.62,352999380.0,123836.95765720992,1753800849569,Synapse54,1753800849569,Synapse54
298,"J2A (Drummondville, QC)",J2A,179,3.37,3.37,210419353.0,83920.96306970775,1753800849569,Synapse54,1753800849569,Synapse54
299,"J2B (Drummondville, QC)",J2B,806,4.87,4.87,262759591.40234375,162201.91283563137,1753800849569,Synapse54,1753800849569,Synapse54
300,"J2C (Drummondville, QC)",J2C,660,4.36,4.36,46328225.59765625,41604.1853996451,1753800849569,Synapse54,1753800849569,Synapse54
301,"J2E (Drummondville, QC)",J2E,76,3.59,3.59,18350789.5,28926.839340474853,1753800849569,Synapse54,1753800849569,Synapse54
302,"J2G (Granby, QC)",J2G,643,4.37,4.37,27125065.5,40964.248286282396,1753800849569,Synapse54,1753800849569,Synapse54
303,"J2H (Granby, QC)",J2H,96,0.98,0.98,136788271.0,82651.78876586944,1753800849569,Synapse54,1753800849569,Synapse54
304,"J2J (Granby, QC)",J2J,346,3.81,3.81,158975426.5,75483.31166212616,1753800849569,Synapse54,1753800849569,Synapse54
305,"J2K (Cowansville, QC)",J2K,270,2.95,2.95,327067186.0,107161.13325887192,1753800849569,Synapse54,1753800849569,Synapse54
306,"J2L (Bromont, QC)",J2L,113,1.91,1.91,230068726.0,81624.30958657779,1753800849569,Synapse54,1753800849569,Synapse54
307,"J2M (Shefford, QC)",J2M,36,1.15,1.15,242332781.2734375,116121.4987637872,1753800849569,Synapse54,1753800849569,Synapse54
308,"J2N (Farnham, QC)",J2N,218,4.36,4.36,187541869.5,67299.99265741695,1753800849569,Synapse54,1753800849569,Synapse54
309,"J2R (Saint-Hyacinthe, QC)",J2R,71,1.65,1.65,202913088.0,104737.13437793839,1753800849569,Synapse54,1753800849569,Synapse54
310,"J2S (Saint-Hyacinthe, QC)",J2S,909,5.93,5.93,64473264.0,73386.10579135851,1753800849569,Synapse54,1753800849569,Synapse54
311,"J2T (Saint-Hyacinthe, QC)",J2T,215,2.63,2.63,91771688.0,53456.23963708392,1753800849569,Synapse54,1753800849569,Synapse54
312,"J2W (Saint-Jean-Sur-Richelieu, QC)",J2W,107,0.91,0.91,103463004.5,59571.138073747235,1753800849569,Synapse54,1753800849569,Synapse54
313,"J2X (Saint-Jean-Sur-Richelieu, QC)",J2X,211,2.35,2.35,145676986.0,80102.73759580929,1753800849569,Synapse54,1753800849569,Synapse54
314,"J2Y (Saint-Jean-Sur-Richelieu, QC)",J2Y,0,0.0,0.0,146400386.17578125,73826.30271667863,1753800849569,Synapse54,1753800849569,Synapse54
315,"J3A (Saint-Jean-Sur-Richelieu, QC)",J3A,182,3.5,3.5,6186209.0,11188.578319190965,1753800849569,Synapse54,1753800849569,Synapse54
316,"J3B (Saint-Jean-Sur-Richelieu, QC)",J3B,616,3.79,3.79,95704303.5,54381.46319865555,1753800849569,Synapse54,1753800849569,Synapse54
317,"J3E (Sainte-Julie, QC)",J3E,138,1.14,1.14,105827610.5,60902.63170645707,1753800849569,Synapse54,1753800849569,Synapse54
318,"J3G (Beloeil, QC)",J3G,252,1.69,1.69,171490984.5,98109.63892656052,1753800849569,Synapse54,1753800849569,Synapse54
319,"J3H (Beloeil, QC)",J3H,117,1.05,1.05,80996367.5,55540.40786090735,1753800849569,Synapse54,1753800849569,Synapse54
320,"J3L (Chambly, QC)",J3L,335,1.49,1.49,364093398.0,124754.83820581688,1753800849569,Synapse54,1753800849569,Synapse54
321,"J3M (Marieville, QC)",J3M,133,2.71,2.71,126097256.5,55752.50302456562,1753800849569,Synapse54,1753800849569,Synapse54
322,"J3N (St-Basile-Le-Grand, QC)",J3N,21,0.31,0.31,74736126.0,37659.20099111866,1753800849569,Synapse54,1753800849569,Synapse54
323,"J3P (Sorel-Tracy, QC)",J3P,282,2.21,2.21,211886795.0,80652.39762505802,1753800849569,Synapse54,1753800849569,Synapse54
324,"J3R (Sorel-Tracy, QC)",J3R,198,2.68,2.68,57862738.0,40488.46821105956,1753800849569,Synapse54,1753800849569,Synapse54
325,"J3T (Nicolet, QC)",J3T,90,2.32,2.32,271606732.5,71484.12258274788,1753800849569,Synapse54,1753800849569,Synapse54
326,"J3V (Saint-Bruno, QC)",J3V,62,0.58,0.58,90158805.5,51396.92313356961,1753800849569,Synapse54,1753800849569,Synapse54
327,"J3X (Varennes, QC)",J3X,119,1.37,1.37,232058892.5,71561.3428539275,1753800849569,Synapse54,1753800849569,Synapse54
328,"J3Y (Saint-Hubert, QC)",J3Y,472,1.67,1.67,101336037.0,100201.13539228243,1753800849569,Synapse54,1753800849569,Synapse54
329,"J3Z (Saint-Hubert, QC)",J3Z,10,0.51,0.51,22454206.0,63608.93575532092,1753800849569,Synapse54,1753800849569,Synapse54
330,"J4B (Boucherville, QC)",J4B,85,0.48,0.48,170076124.5,59886.44585342009,1753800849569,Synapse54,1753800849569,Synapse54
331,"J4G (Longueuil, QC)",J4G,88,1.75,1.75,25356829.5,23719.52752698455,1753800849569,Synapse54,1753800849569,Synapse54
332,"J4H (Longueuil, QC)",J4H,310,3.67,3.67,11650935.0,15524.513087115087,1753800849569,Synapse54,1753800849569,Synapse54
333,"J4J (Longueuil, QC)",J4J,647,4.16,4.16,15351226.5,21930.353895068798,1753800849569,Synapse54,1753800849569,Synapse54
334,"J4K (Longueuil, QC)",J4K,621,4.55,4.55,12801059.0,20426.997549827258,1753800849569,Synapse54,1753800849569,Synapse54
335,"J4L (Longueuil, QC)",J4L,481,3.28,3.28,14765810.5,16776.5326873664,1753800849569,Synapse54,1753800849569,Synapse54
336,"J4M (Longueuil, QC)",J4M,37,0.71,0.71,10545973.0,20915.15150342213,1753800849569,Synapse54,1753800849569,Synapse54
337,"J4N (Longueuil, QC)",J4N,89,1.66,1.66,9982414.5,18319.159231838094,1753800849569,Synapse54,1753800849569,Synapse54
338,"J4P (Longueuil, QC)",J4P,175,3.04,3.04,6998059.0,12458.778436344583,1753800849569,Synapse54,1753800849569,Synapse54
339,"J4R (Longueuil, QC)",J4R,139,2.74,2.74,5607448.0,11472.375668491168,1753800849569,Synapse54,1753800849569,Synapse54
340,"J4S (Longueuil, QC)",J4S,36,1.14,1.14,4293595.5,10044.635885759557,1753800849569,Synapse54,1753800849569,Synapse54
341,"J4T (Saint-Hubert, QC)",J4T,320,3.51,3.51,8655769.0,12531.329908587128,1753800849569,Synapse54,1753800849569,Synapse54
342,"J4V (Longueuil, QC)",J4V,102,1.34,1.34,9874770.0,19495.60469716676,1753800849569,Synapse54,1753800849569,Synapse54
343,"J4W (Longueuil, QC)",J4W,84,1.15,1.15,11512935.0,16336.628676963564,1753800849569,Synapse54,1753800849569,Synapse54
344,"J4X (Longueuil, QC)",J4X,42,0.54,0.54,13216489.5,15198.092586417742,1753800849569,Synapse54,1753800849569,Synapse54
345,"J4Y (Longueuil, QC)",J4Y,185,1.74,1.74,21259495.5,19670.691530096043,1753800849569,Synapse54,1753800849569,Synapse54
346,"J4Z (Longueuil, QC)",J4Z,354,2.79,2.79,42442433.5,36399.19983850107,1753800849569,Synapse54,1753800849569,Synapse54
347,"J5A (Saint-Constant, QC)",J5A,149,1.2,1.2,123489244.5,53706.37543156535,1753800849569,Synapse54,1753800849569,Synapse54
348,"J5B (Delson, QC)",J5B,51,1.57,1.57,13765665.5,25868.554957637258,1753800849569,Synapse54,1753800849569,Synapse54
349,"J5C (Sainte-Catherine, QC)",J5C,108,1.53,1.53,20056189.5,22328.89425891819,1753800849569,Synapse54,1753800849569,Synapse54
350,"J5J (Sainte-Sophie, QC)",J5J,232,2.95,2.95,230905181.0,66651.47964912902,1753800849569,Synapse54,1753800849569,Synapse54
351,"J5K (Saint-Colomban, QC)",J5K,137,1.92,1.92,193780426.5,69823.6154247918,1753800849569,Synapse54,1753800849569,Synapse54
352,"J5L (Saint-Jerome, QC)",J5L,235,2.38,2.38,95796285.0,58040.91698594175,1753800849569,Synapse54,1753800849569,Synapse54
353,"J5M (Saint-Lin-Laurentides, QC)",J5M,316,3.09,3.09,245439917.0,79215.19535436288,1753800849569,Synapse54,1753800849569,Synapse54
354,"J5N (Saint-Lin-Laurentides, QC)",J5N,189,2.93,2.93,190530835.0,58815.89393433861,1753800849569,Synapse54,1753800849569,Synapse54
355,"J5R (La Prairie, QC)",J5R,271,1.29,1.29,116490762.5,83791.09209902641,1753800849569,Synapse54,1753800849569,Synapse54
356,"J5T (Lavaltrie, QC)",J5T,179,2.82,2.82,154486438.5,59411.55582605956,1753800849569,Synapse54,1753800849569,Synapse54
357,"J5V (Louiseville, QC)",J5V,131,3.51,3.51,506748881.0,179854.3461791025,1753800849569,Synapse54,1753800849569,Synapse54
358,"J5W (L'assomption, QC)",J5W,176,1.56,1.56,332828346.5,103350.78663938354,1753800849569,Synapse54,1753800849569,Synapse54
359,"J5X (L'epiphanie, QC)",J5X,70,1.9,1.9,93137482.5,61537.5779427655,1753800849569,Synapse54,1753800849569,Synapse54
360,"J5Y (Repentigny, QC)",J5Y,76,0.67,0.67,22356230.5,21230.469901767003,1753800849569,Synapse54,1753800849569,Synapse54
361,"J5Z (Repentigny, QC)",J5Z,264,2.2,2.2,78014581.0,40720.846170485005,1753800849569,Synapse54,1753800849569,Synapse54
362,"J6A (Repentigny, QC)",J6A,187,1.24,1.24,48655375.5,39943.850012514275,1753800849569,Synapse54,1753800849569,Synapse54
363,"J6E (Joliette, QC)",J6E,781,3.4,3.4,137214208.0,95275.2587794035,1753800849569,Synapse54,1753800849569,Synapse54
364,"J6J (Chateauguay, QC)",J6J,165,1.58,1.58,74217052.0,72123.22068999698,1753800849569,Synapse54,1753800849569,Synapse54
365,"J6K (Chateauguay, QC)",J6K,100,0.98,0.98,20188406.0,28536.15419577854,1753800849569,Synapse54,1753800849569,Synapse54
366,"J6N (Beauharnois, QC)",J6N,190,2.46,2.46,233462281.0,99024.33793574793,1753800849569,Synapse54,1753800849569,Synapse54
367,"J6R (Mercier, QC)",J6R,72,1.25,1.25,115347180.0,49311.90260299979,1753800849569,Synapse54,1753800849569,Synapse54
368,"J6S (Salaberry-De-Valleyfield, QC)",J6S,384,3.11,3.11,210261044.5,73467.37727321035,1753800849569,Synapse54,1753800849569,Synapse54
369,"J6T (Salaberry-De-Valleyfield, QC)",J6T,342,3.73,3.73,46981135.0,36756.956833154014,1753800849569,Synapse54,1753800849569,Synapse54
370,"J6V (Terrebonne, QC)",J6V,86,1.46,1.46,60800572.0,35889.68273881664,1753800849569,Synapse54,1753800849569,Synapse54
371,"J6W (Terrebonne, QC)",J6W,226,1.58,1.58,39136671.0,33325.59650886826,1753800849569,Synapse54,1753800849569,Synapse54
372,"J6X (Terrebonne, QC)",J6X,117,1.21,1.21,60225849.5,43095.169343531845,1753800849569,Synapse54,1753800849569,Synapse54
373,"J6Y (Terrebonne, QC)",J6Y,88,1.02,1.02,81550557.0,61201.9952124608,1753800849569,Synapse54,1753800849569,Synapse54
374,"J6Z (Rosemere, QC)",J6Z,72,0.9,0.9,22537924.0,22963.79436186629,1753800849569,Synapse54,1753800849569,Synapse54
375,"J7A (Rosemere, QC)",J7A,16,0.29,0.29,24339416.5,22941.14213233615,1753800849569,Synapse54,1753800849569,Synapse54
376,"J7B (Boisbriand, QC)",J7B,0,0.0,0.0,14667986.5,16792.064136555553,1753800849569,Synapse54,1753800849569,Synapse54
377,"J7C (Boisbriand, QC)",J7C,270,1.42,1.42,94216134.5,48996.310543076004,1753800849569,Synapse54,1753800849569,Synapse54
378,"J7E (Boisbriand, QC)",J7E,497,3.53,3.53,38942666.0,66768.75062873606,1753800849569,Synapse54,1753800849569,Synapse54
379,"J7G (Boisbriand, QC)",J7G,129,1.69,1.69,24826343.0,22844.466974416475,1753800849569,Synapse54,1753800849569,Synapse54
380,"J7H (Boisbriand, QC)",J7H,79,2.1,2.1,18524557.5,29683.633390851617,1753800849569,Synapse54,1753800849569,Synapse54
381,"J7J (Boisbriand, QC)",J7J,300,2.33,2.33,216897455.5,103444.96666308724,1753800849569,Synapse54,1753800849569,Synapse54
382,"J7K (Terrebonne, QC)",J7K,297,1.89,1.89,193069363.5,83975.60969421153,1753800849569,Synapse54,1753800849569,Synapse54
383,"J7L (Terrebonne, QC)",J7L,78,1.38,1.38,28664221.0,25040.678807417222,1753800849569,Synapse54,1753800849569,Synapse54
384,"J7M (Terrebonne, QC)",J7M,143,1.61,1.61,82543767.0,48321.76398543206,1753800849569,Synapse54,1753800849569,Synapse54
385,"J7N (Boisbriand, QC)",J7N,519,3.44,3.44,781900527.5,198254.3737699631,1753800849569,Synapse54,1753800849569,Synapse54
386,"J7P (Saint-Eustache, QC)",J7P,187,1.69,1.69,34525041.5,29797.38514106549,1753800849569,Synapse54,1753800849569,Synapse54
387,"J7R (Saint-Eustache, QC)",J7R,235,1.5,1.5,124808411.0,71490.55014073827,1753800849569,Synapse54,1753800849569,Synapse54
388,"J7T (Vaudreuil-Dorion, QC)",J7T,71,0.64,0.64,297651983.5,93415.04234638221,1753800849569,Synapse54,1753800849569,Synapse54
389,"J7V (Vaudreuil-Dorion, QC)",J7V,421,1.45,1.45,362449115.0,152968.31394129083,1753800849569,Synapse54,1753800849569,Synapse54
390,"J7W (Vaudreuil-Dorion, QC)",J7W,29,0.48,0.48,24383265.0,23490.450057951097,1753800849569,Synapse54,1753800849569,Synapse54
391,"J7X (Salaberry-De-Valleyfield, QC)",J7X,78,2.96,2.96,64920487.0,46286.99583260664,1753800849569,Synapse54,1753800849569,Synapse54
392,"J7Y (Saint-Jerome, QC)",J7Y,523,3.71,3.71,50087471.02734375,55705.64280837206,1753800849569,Synapse54,1753800849569,Synapse54
393,"J7Z (Saint-Jerome, QC)",J7Z,621,3.99,3.99,36942944.47265625,33700.08035698858,1753800849569,Synapse54,1753800849569,Synapse54
394,"J8A (Saint-Hippolyte, QC)",J8A,84,1.64,1.64,272351866.0,88660.25650248205,1753800849569,Synapse54,1753800849569,Synapse54
395,"J8B (Sainte-Adele, QC)",J8B,81,1.11,1.11,257661278.5,87331.95722532229,1753800849569,Synapse54,1753800849569,Synapse54
396,"J8C (Sainte-Agathe-Des-Monts, QC)",J8C,141,2.28,2.28,363538345.5,105828.83702167151,1753800849569,Synapse54,1753800849569,Synapse54
397,"J8E (Mont-Tremblant, QC)",J8E,127,2.11,2.11,598027685.5,128502.35538817226,1753800849569,Synapse54,1753800849569,Synapse54
398,"J8G (Brownsburg-Chatham, QC)",J8G,87,2.14,2.14,1206240278.5,237511.8555793957,1753800849569,Synapse54,1753800849569,Synapse54
399,"J8H (Lachute, QC)",J8H,243,3.17,3.17,482502118.5,169179.8899596451,1753800849569,Synapse54,1753800849569,Synapse54
400,"J8L (Gatineau, QC)",J8L,209,2.3,2.3,1293058071.0,172060.6388984216,1753800849569,Synapse54,1753800849569,Synapse54
401,"J8M (Gatineau, QC)",J8M,185,3.32,3.32,154732777.5,65024.547084615566,1753800849569,Synapse54,1753800849569,Synapse54
402,"J8N (Val-Des-Monts, QC)",J8N,98,1.56,1.56,1732302854.5,285589.92276472907,1753800849569,Synapse54,1753800849569,Synapse54
403,"J8P (Gatineau, QC)",J8P,575,3.57,3.57,58693548.0,43657.291681754716,1753800849569,Synapse54,1753800849569,Synapse54
404,"J8R (Gatineau, QC)",J8R,256,2.22,2.22,156666056.5,68675.20266685543,1753800849569,Synapse54,1753800849569,Synapse54
405,"J8T (Gatineau, QC)",J8T,622,3.41,3.41,47793402.0,43358.360078022946,1753800849569,Synapse54,1753800849569,Synapse54
406,"J8V (Gatineau, QC)",J8V,120,1.12,1.12,324712509.0,103708.66049045212,1753800849569,Synapse54,1753800849569,Synapse54
407,"J8X (Gatineau, QC)",J8X,630,9.32,9.32,14811708.0,18647.21034649298,1753800849569,Synapse54,1753800849569,Synapse54
408,"J8Y (Gatineau, QC)",J8Y,708,5.52,5.52,19695262.5,21673.890152602384,1753800849569,Synapse54,1753800849569,Synapse54
409,"J8Z (Gatineau, QC)",J8Z,386,5.51,5.51,23130629.5,26602.970961144994,1753800849569,Synapse54,1753800849569,Synapse54
410,"J9A (Gatineau, QC)",J9A,343,3.29,3.29,30373310.5,26686.619129442304,1753800849569,Synapse54,1753800849569,Synapse54
411,"J9B (Chelsea, QC)",J9B,11,0.33,0.33,246189543.5,86816.99350066783,1753800849569,Synapse54,1753800849569,Synapse54
412,"J9E (Maniwaki, QC)",J9E,129,3.37,3.37,1377109169.5,310831.3640939274,1753800849569,Synapse54,1753800849569,Synapse54
413,"J9H (Gatineau, QC)",J9H,295,2.1,2.1,62556078.0,44664.06309859117,1753800849569,Synapse54,1753800849569,Synapse54
414,"J9J (Gatineau, QC)",J9J,792,4.55,4.55,151255466.5,58327.94180700536,1753800849569,Synapse54,1753800849569,Synapse54
415,"J9L (Mont-Laurier, QC)",J9L,297,4.18,4.18,1339338847.0,180384.92529711727,1753800849569,Synapse54,1753800849569,Synapse54
416,"J9P (Val-D'or, QC)",J9P,687,4.24,4.24,3829796876.0,458548.2575127482,1753800849569,Synapse54,1753800849569,Synapse54
417,"J9T (Amos, QC)",J9T,288,4.69,4.69,683602510.0,189908.9748917051,1753800849569,Synapse54,1753800849569,Synapse54
418,"J9V (Rouyn-Noranda, QC)",J9V,39,2.27,2.27,297071822.0,76817.77391779536,1753800849569,Synapse54,1753800849569,Synapse54
419,"J9X (Rouyn-Noranda, QC)",J9X,950,7.9,7.9,301651162.0,120674.85661136823,1753800849569,Synapse54,1753800849569,Synapse54
420,"J9Y (Rouyn-Noranda, QC)",J9Y,78,1.72,1.72,2199066233.0,465878.96082864003,1753800849569,Synapse54,1753800849569,Synapse54
421,"J9Z (La Sarre, QC)",J9Z,202,5.76,5.76,348212296.0,88902.99107383726,1753800849569,Synapse54,1753800849569,Synapse54
