OBJECTID,DESCRIPTION,ID,P5YHRIMED,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
282,"J0Z (Lorrainville, QC)",J0Z,72098.09,72098.09,59867601510.0,2216439.0400546975,1753802057568,Synapse54,1753802057568,Synapse54
283,"J1A (Coaticook, QC)",J1A,61947.54,61947.54,568143726.5,138682.11350637994,1753802057568,Synapse54,1753802057568,Synapse54
284,"J1C (Sherbrooke, QC)",J1C,79228.81,79228.81,148314795.5,58854.95341782354,1753802057568,Synapse54,1753802057568,Synapse54
285,"J1E (Sherbrooke, QC)",J1E,57354.58,57354.58,36392307.5,31305.785200373433,1753802057568,Synapse54,1753802057568,Synapse54
286,"J1G (Sherbrooke, QC)",J1G,66148.95,66148.95,23722537.5,26568.26494121696,1753802057568,Synapse54,1753802057568,Synapse54
287,"J1H (Sherbrooke, QC)",J1H,50406.43,50406.43,90156997.5,95524.0591322304,1753802057568,Synapse54,1753802057568,Synapse54
288,"J1J (Sherbrooke, QC)",J1J,73071.62,73071.62,14850239.5,21529.415696903085,1753802057568,Synapse54,1753802057568,Synapse54
289,"J1K (Sherbrooke, QC)",J1K,63115.08,63115.08,14646372.0,20632.820225363073,1753802057568,Synapse54,1753802057568,Synapse54
290,"J1L (Sherbrooke, QC)",J1L,65476.75,65476.75,27073074.0,24825.97616578884,1753802057568,Synapse54,1753802057568,Synapse54
291,"J1M (Sherbrooke, QC)",J1M,70594.37,70594.37,66319442.5,51850.27975629163,1753802057568,Synapse54,1753802057568,Synapse54
292,"J1N (Sherbrooke, QC)",J1N,91074.72,91074.72,196798113.5,75865.43435097949,1753802057568,Synapse54,1753802057568,Synapse54
293,"J1R (Sherbrooke, QC)",J1R,101543.48,101543.48,129969730.0,55500.89678544112,1753802057568,Synapse54,1753802057568,Synapse54
294,"J1S (Windsor, QC)",J1S,73120.64,73120.64,306725365.5,94080.75320925176,1753802057568,Synapse54,1753802057568,Synapse54
295,"J1T (Val-Des-Sources, QC)",J1T,53230.29,53230.29,94108625.0,49846.76465177346,1753802057568,Synapse54,1753802057568,Synapse54
296,"J1X (Magog, QC)",J1X,74239.1,74239.1,728921445.0,201253.21200864858,1753802057568,Synapse54,1753802057568,Synapse54
297,"J1Z (Saint-Cyrille-De-Wendover, QC)",J1Z,84772.01,84772.01,352999380.0,123836.95765720992,1753802057568,Synapse54,1753802057568,Synapse54
298,"J2A (Drummondville, QC)",J2A,82230.01,82230.01,210419353.0,83920.96306970775,1753802057568,Synapse54,1753802057568,Synapse54
299,"J2B (Drummondville, QC)",J2B,63481.17,63481.17,262759591.40234375,162201.91283563137,1753802057568,Synapse54,1753802057568,Synapse54
300,"J2C (Drummondville, QC)",J2C,61353.64,61353.64,46328225.59765625,41604.1853996451,1753802057568,Synapse54,1753802057568,Synapse54
301,"J2E (Drummondville, QC)",J2E,71019.14,71019.14,18350789.5,28926.839340474853,1753802057568,Synapse54,1753802057568,Synapse54
302,"J2G (Granby, QC)",J2G,55543.25,55543.25,27125065.5,40964.248286282396,1753802057568,Synapse54,1753802057568,Synapse54
303,"J2H (Granby, QC)",J2H,92424.08,92424.08,136788271.0,82651.78876586944,1753802057568,Synapse54,1753802057568,Synapse54
304,"J2J (Granby, QC)",J2J,69298.23,69298.23,158975426.5,75483.31166212616,1753802057568,Synapse54,1753802057568,Synapse54
305,"J2K (Cowansville, QC)",J2K,61147.66,61147.66,327067186.0,107161.13325887192,1753802057568,Synapse54,1753802057568,Synapse54
306,"J2L (Bromont, QC)",J2L,104198.75,104198.75,230068726.0,81624.30958657779,1753802057568,Synapse54,1753802057568,Synapse54
307,"J2M (Shefford, QC)",J2M,93834.66,93834.66,242332781.2734375,116121.4987637872,1753802057568,Synapse54,1753802057568,Synapse54
308,"J2N (Farnham, QC)",J2N,69883.55,69883.55,187541869.5,67299.99265741695,1753802057568,Synapse54,1753802057568,Synapse54
309,"J2R (Saint-Hyacinthe, QC)",J2R,80905.91,80905.91,202913088.0,104737.13437793839,1753802057568,Synapse54,1753802057568,Synapse54
310,"J2S (Saint-Hyacinthe, QC)",J2S,55457.48,55457.48,64473264.0,73386.10579135851,1753802057568,Synapse54,1753802057568,Synapse54
311,"J2T (Saint-Hyacinthe, QC)",J2T,71638.77,71638.77,91771688.0,53456.23963708392,1753802057568,Synapse54,1753802057568,Synapse54
312,"J2W (Saint-Jean-Sur-Richelieu, QC)",J2W,105367.99,105367.99,103463004.5,59571.138073747235,1753802057568,Synapse54,1753802057568,Synapse54
313,"J2X (Saint-Jean-Sur-Richelieu, QC)",J2X,84906.8,84906.8,145676986.0,80102.73759580929,1753802057568,Synapse54,1753802057568,Synapse54
314,"J2Y (Saint-Jean-Sur-Richelieu, QC)",J2Y,103958.98,103958.98,146400386.17578125,73826.30271667863,1753802057568,Synapse54,1753802057568,Synapse54
315,"J3A (Saint-Jean-Sur-Richelieu, QC)",J3A,49927.77,49927.77,6186209.0,11188.578319190965,1753802057568,Synapse54,1753802057568,Synapse54
316,"J3B (Saint-Jean-Sur-Richelieu, QC)",J3B,70631.86,70631.86,95704303.5,54381.46319865555,1753802057568,Synapse54,1753802057568,Synapse54
317,"J3E (Sainte-Julie, QC)",J3E,110118.55,110118.55,105827610.5,60902.63170645707,1753802057568,Synapse54,1753802057568,Synapse54
318,"J3G (Beloeil, QC)",J3G,93429.64,93429.64,171490984.5,98109.63892656052,1753802057568,Synapse54,1753802057568,Synapse54
319,"J3H (Beloeil, QC)",J3H,108458.95,108458.95,80996367.5,55540.40786090735,1753802057568,Synapse54,1753802057568,Synapse54
320,"J3L (Chambly, QC)",J3L,107892.94,107892.94,364093398.0,124754.83820581688,1753802057568,Synapse54,1753802057568,Synapse54
321,"J3M (Marieville, QC)",J3M,79703.79,79703.79,126097256.5,55752.50302456562,1753802057568,Synapse54,1753802057568,Synapse54
322,"J3N (St-Basile-Le-Grand, QC)",J3N,115828.7,115828.7,74736126.0,37659.20099111866,1753802057568,Synapse54,1753802057568,Synapse54
323,"J3P (Sorel-Tracy, QC)",J3P,62830.83,62830.83,211886795.0,80652.39762505802,1753802057568,Synapse54,1753802057568,Synapse54
324,"J3R (Sorel-Tracy, QC)",J3R,64522.57,64522.57,57862738.0,40488.46821105956,1753802057568,Synapse54,1753802057568,Synapse54
325,"J3T (Nicolet, QC)",J3T,68423.63,68423.63,271606732.5,71484.12258274788,1753802057568,Synapse54,1753802057568,Synapse54
326,"J3V (Saint-Bruno, QC)",J3V,125960.57,125960.57,90158805.5,51396.92313356961,1753802057568,Synapse54,1753802057568,Synapse54
327,"J3X (Varennes, QC)",J3X,107282.41,107282.41,232058892.5,71561.3428539275,1753802057568,Synapse54,1753802057568,Synapse54
328,"J3Y (Saint-Hubert, QC)",J3Y,93880.78,93880.78,101336037.0,100201.13539228243,1753802057568,Synapse54,1753802057568,Synapse54
329,"J3Z (Saint-Hubert, QC)",J3Z,123016.23,123016.23,22454206.0,63608.93575532092,1753802057568,Synapse54,1753802057568,Synapse54
330,"J4B (Boucherville, QC)",J4B,118267.18,118267.18,170076124.5,59886.44585342009,1753802057568,Synapse54,1753802057568,Synapse54
331,"J4G (Longueuil, QC)",J4G,81024.86,81024.86,25356829.5,23719.52752698455,1753802057568,Synapse54,1753802057568,Synapse54
332,"J4H (Longueuil, QC)",J4H,65644.87,65644.87,11650935.0,15524.513087115087,1753802057568,Synapse54,1753802057568,Synapse54
333,"J4J (Longueuil, QC)",J4J,62527.47,62527.47,15351226.5,21930.353895068798,1753802057568,Synapse54,1753802057568,Synapse54
334,"J4K (Longueuil, QC)",J4K,65666.97,65666.97,12801059.0,20426.997549827258,1753802057568,Synapse54,1753802057568,Synapse54
335,"J4L (Longueuil, QC)",J4L,68657.59,68657.59,14765810.5,16776.5326873664,1753802057568,Synapse54,1753802057568,Synapse54
336,"J4M (Longueuil, QC)",J4M,111162.61,111162.61,10545973.0,20915.15150342213,1753802057568,Synapse54,1753802057568,Synapse54
337,"J4N (Longueuil, QC)",J4N,89496.94,89496.94,9982414.5,18319.159231838094,1753802057568,Synapse54,1753802057568,Synapse54
338,"J4P (Longueuil, QC)",J4P,86126.83,86126.83,6998059.0,12458.778436344583,1753802057568,Synapse54,1753802057568,Synapse54
339,"J4R (Longueuil, QC)",J4R,81983.14,81983.14,5607448.0,11472.375668491168,1753802057568,Synapse54,1753802057568,Synapse54
340,"J4S (Longueuil, QC)",J4S,93547.95,93547.95,4293595.5,10044.635885759557,1753802057568,Synapse54,1753802057568,Synapse54
341,"J4T (Saint-Hubert, QC)",J4T,70650.15,70650.15,8655769.0,12531.329908587128,1753802057568,Synapse54,1753802057568,Synapse54
342,"J4V (Longueuil, QC)",J4V,78843.77,78843.77,9874770.0,19495.60469716676,1753802057568,Synapse54,1753802057568,Synapse54
343,"J4W (Longueuil, QC)",J4W,82584.44,82584.44,11512935.0,16336.628676963564,1753802057568,Synapse54,1753802057568,Synapse54
344,"J4X (Longueuil, QC)",J4X,97338.47,97338.47,13216489.5,15198.092586417742,1753802057568,Synapse54,1753802057568,Synapse54
345,"J4Y (Longueuil, QC)",J4Y,98462.29,98462.29,21259495.5,19670.691530096043,1753802057568,Synapse54,1753802057568,Synapse54
346,"J4Z (Longueuil, QC)",J4Z,84155.86,84155.86,42442433.5,36399.19983850107,1753802057568,Synapse54,1753802057568,Synapse54
347,"J5A (Saint-Constant, QC)",J5A,100530.59,100530.59,123489244.5,53706.37543156535,1753802057568,Synapse54,1753802057568,Synapse54
348,"J5B (Delson, QC)",J5B,88188.78,88188.78,13765665.5,25868.554957637258,1753802057568,Synapse54,1753802057568,Synapse54
349,"J5C (Sainte-Catherine, QC)",J5C,90164.47,90164.47,20056189.5,22328.89425891819,1753802057568,Synapse54,1753802057568,Synapse54
350,"J5J (Sainte-Sophie, QC)",J5J,86524.67,86524.67,230905181.0,66651.47964912902,1753802057568,Synapse54,1753802057568,Synapse54
351,"J5K (Saint-Colomban, QC)",J5K,103306.93,103306.93,193780426.5,69823.6154247918,1753802057568,Synapse54,1753802057568,Synapse54
352,"J5L (Saint-Jerome, QC)",J5L,90099.67,90099.67,95796285.0,58040.91698594175,1753802057568,Synapse54,1753802057568,Synapse54
353,"J5M (Saint-Lin-Laurentides, QC)",J5M,87943.35,87943.35,245439917.0,79215.19535436288,1753802057568,Synapse54,1753802057568,Synapse54
354,"J5N (Saint-Lin-Laurentides, QC)",J5N,80718.38,80718.38,190530835.0,58815.89393433861,1753802057568,Synapse54,1753802057568,Synapse54
355,"J5R (La Prairie, QC)",J5R,105358.83,105358.83,116490762.5,83791.09209902641,1753802057568,Synapse54,1753802057568,Synapse54
356,"J5T (Lavaltrie, QC)",J5T,88173.9,88173.9,154486438.5,59411.55582605956,1753802057568,Synapse54,1753802057568,Synapse54
357,"J5V (Louiseville, QC)",J5V,50691.65,50691.65,506748881.0,179854.3461791025,1753802057568,Synapse54,1753802057568,Synapse54
358,"J5W (L'assomption, QC)",J5W,91180.97,91180.97,332828346.5,103350.78663938354,1753802057568,Synapse54,1753802057568,Synapse54
359,"J5X (L'epiphanie, QC)",J5X,81521.04,81521.04,93137482.5,61537.5779427655,1753802057568,Synapse54,1753802057568,Synapse54
360,"J5Y (Repentigny, QC)",J5Y,107448.95,107448.95,22356230.5,21230.469901767003,1753802057568,Synapse54,1753802057568,Synapse54
361,"J5Z (Repentigny, QC)",J5Z,88716.53,88716.53,78014581.0,40720.846170485005,1753802057568,Synapse54,1753802057568,Synapse54
362,"J6A (Repentigny, QC)",J6A,84158.51,84158.51,48655375.5,39943.850012514275,1753802057568,Synapse54,1753802057568,Synapse54
363,"J6E (Joliette, QC)",J6E,59586.92,59586.92,137214208.0,95275.2587794035,1753802057568,Synapse54,1753802057568,Synapse54
364,"J6J (Chateauguay, QC)",J6J,79171.83,79171.83,74217052.0,72123.22068999698,1753802057568,Synapse54,1753802057568,Synapse54
365,"J6K (Chateauguay, QC)",J6K,86385.07,86385.07,20188406.0,28536.15419577854,1753802057568,Synapse54,1753802057568,Synapse54
366,"J6N (Beauharnois, QC)",J6N,74806.24,74806.24,233462281.0,99024.33793574793,1753802057568,Synapse54,1753802057568,Synapse54
367,"J6R (Mercier, QC)",J6R,103514.09,103514.09,115347180.0,49311.90260299979,1753802057568,Synapse54,1753802057568,Synapse54
368,"J6S (Salaberry-De-Valleyfield, QC)",J6S,65662.73,65662.73,210261044.5,73467.37727321035,1753802057568,Synapse54,1753802057568,Synapse54
369,"J6T (Salaberry-De-Valleyfield, QC)",J6T,60164.54,60164.54,46981135.0,36756.956833154014,1753802057568,Synapse54,1753802057568,Synapse54
370,"J6V (Terrebonne, QC)",J6V,107376.91,107376.91,60800572.0,35889.68273881664,1753802057568,Synapse54,1753802057568,Synapse54
371,"J6W (Terrebonne, QC)",J6W,85758.17,85758.17,39136671.0,33325.59650886826,1753802057568,Synapse54,1753802057568,Synapse54
372,"J6X (Terrebonne, QC)",J6X,94837.4,94837.4,60225849.5,43095.169343531845,1753802057568,Synapse54,1753802057568,Synapse54
373,"J6Y (Terrebonne, QC)",J6Y,114253.19,114253.19,81550557.0,61201.9952124608,1753802057568,Synapse54,1753802057568,Synapse54
374,"J6Z (Rosemere, QC)",J6Z,109998.37,109998.37,22537924.0,22963.79436186629,1753802057568,Synapse54,1753802057568,Synapse54
375,"J7A (Rosemere, QC)",J7A,118788.03,118788.03,24339416.5,22941.14213233615,1753802057568,Synapse54,1753802057568,Synapse54
376,"J7B (Boisbriand, QC)",J7B,157811.0,157811.0,14667986.5,16792.064136555553,1753802057568,Synapse54,1753802057568,Synapse54
377,"J7C (Boisbriand, QC)",J7C,102443.53,102443.53,94216134.5,48996.310543076004,1753802057568,Synapse54,1753802057568,Synapse54
378,"J7E (Boisbriand, QC)",J7E,70852.89,70852.89,38942666.0,66768.75062873606,1753802057568,Synapse54,1753802057568,Synapse54
379,"J7G (Boisbriand, QC)",J7G,91355.56,91355.56,24826343.0,22844.466974416475,1753802057568,Synapse54,1753802057568,Synapse54
380,"J7H (Boisbriand, QC)",J7H,85899.11,85899.11,18524557.5,29683.633390851617,1753802057568,Synapse54,1753802057568,Synapse54
381,"J7J (Boisbriand, QC)",J7J,91775.11,91775.11,216897455.5,103444.96666308724,1753802057568,Synapse54,1753802057568,Synapse54
382,"J7K (Terrebonne, QC)",J7K,92282.16,92282.16,193069363.5,83975.60969421153,1753802057568,Synapse54,1753802057568,Synapse54
383,"J7L (Terrebonne, QC)",J7L,103022.77,103022.77,28664221.0,25040.678807417222,1753802057568,Synapse54,1753802057568,Synapse54
384,"J7M (Terrebonne, QC)",J7M,93690.25,93690.25,82543767.0,48321.76398543206,1753802057568,Synapse54,1753802057568,Synapse54
385,"J7N (Boisbriand, QC)",J7N,90433.71,90433.71,781900527.5,198254.3737699631,1753802057568,Synapse54,1753802057568,Synapse54
386,"J7P (Saint-Eustache, QC)",J7P,83674.25,83674.25,34525041.5,29797.38514106549,1753802057568,Synapse54,1753802057568,Synapse54
387,"J7R (Saint-Eustache, QC)",J7R,90084.46,90084.46,124808411.0,71490.55014073827,1753802057568,Synapse54,1753802057568,Synapse54
388,"J7T (Vaudreuil-Dorion, QC)",J7T,121483.65,121483.65,297651983.5,93415.04234638221,1753802057568,Synapse54,1753802057568,Synapse54
389,"J7V (Vaudreuil-Dorion, QC)",J7V,92634.57,92634.57,362449115.0,152968.31394129083,1753802057568,Synapse54,1753802057568,Synapse54
390,"J7W (Vaudreuil-Dorion, QC)",J7W,95514.24,95514.24,24383265.0,23490.450057951097,1753802057568,Synapse54,1753802057568,Synapse54
391,"J7X (Salaberry-De-Valleyfield, QC)",J7X,82263.1,82263.1,64920487.0,46286.99583260664,1753802057568,Synapse54,1753802057568,Synapse54
392,"J7Y (Saint-Jerome, QC)",J7Y,61511.32,61511.32,50087471.02734375,55705.64280837206,1753802057568,Synapse54,1753802057568,Synapse54
393,"J7Z (Saint-Jerome, QC)",J7Z,59097.84,59097.84,36942944.47265625,33700.08035698858,1753802057568,Synapse54,1753802057568,Synapse54
394,"J8A (Saint-Hippolyte, QC)",J8A,86534.57,86534.57,272351866.0,88660.25650248205,1753802057568,Synapse54,1753802057568,Synapse54
395,"J8B (Sainte-Adele, QC)",J8B,74169.73,74169.73,257661278.5,87331.95722532229,1753802057568,Synapse54,1753802057568,Synapse54
396,"J8C (Sainte-Agathe-Des-Monts, QC)",J8C,61911.25,61911.25,363538345.5,105828.83702167151,1753802057568,Synapse54,1753802057568,Synapse54
397,"J8E (Mont-Tremblant, QC)",J8E,68813.48,68813.48,598027685.5,128502.35538817226,1753802057568,Synapse54,1753802057568,Synapse54
398,"J8G (Brownsburg-Chatham, QC)",J8G,65481.95,65481.95,1206240278.5,237511.8555793957,1753802057568,Synapse54,1753802057568,Synapse54
399,"J8H (Lachute, QC)",J8H,60442.55,60442.55,482502118.5,169179.8899596451,1753802057568,Synapse54,1753802057568,Synapse54
400,"J8L (Gatineau, QC)",J8L,88484.97,88484.97,1293058071.0,172060.6388984216,1753802057568,Synapse54,1753802057568,Synapse54
401,"J8M (Gatineau, QC)",J8M,100098.07,100098.07,154732777.5,65024.547084615566,1753802057568,Synapse54,1753802057568,Synapse54
402,"J8N (Val-Des-Monts, QC)",J8N,114345.88,114345.88,1732302854.5,285589.92276472907,1753802057568,Synapse54,1753802057568,Synapse54
403,"J8P (Gatineau, QC)",J8P,77356.11,77356.11,58693548.0,43657.291681754716,1753802057568,Synapse54,1753802057568,Synapse54
404,"J8R (Gatineau, QC)",J8R,115621.5,115621.5,156666056.5,68675.20266685543,1753802057568,Synapse54,1753802057568,Synapse54
405,"J8T (Gatineau, QC)",J8T,75151.4,75151.4,47793402.0,43358.360078022946,1753802057568,Synapse54,1753802057568,Synapse54
406,"J8V (Gatineau, QC)",J8V,134899.51,134899.51,324712509.0,103708.66049045212,1753802057568,Synapse54,1753802057568,Synapse54
407,"J8X (Gatineau, QC)",J8X,55427.74,55427.74,14811708.0,18647.21034649298,1753802057568,Synapse54,1753802057568,Synapse54
408,"J8Y (Gatineau, QC)",J8Y,59918.06,59918.06,19695262.5,21673.890152602384,1753802057568,Synapse54,1753802057568,Synapse54
409,"J8Z (Gatineau, QC)",J8Z,78543.67,78543.67,23130629.5,26602.970961144994,1753802057568,Synapse54,1753802057568,Synapse54
410,"J9A (Gatineau, QC)",J9A,101326.61,101326.61,30373310.5,26686.619129442304,1753802057568,Synapse54,1753802057568,Synapse54
411,"J9B (Chelsea, QC)",J9B,161767.44,161767.44,246189543.5,86816.99350066783,1753802057568,Synapse54,1753802057568,Synapse54
412,"J9E (Maniwaki, QC)",J9E,52517.63,52517.63,1377109169.5,310831.3640939274,1753802057568,Synapse54,1753802057568,Synapse54
413,"J9H (Gatineau, QC)",J9H,94724.86,94724.86,62556078.0,44664.06309859117,1753802057568,Synapse54,1753802057568,Synapse54
414,"J9J (Gatineau, QC)",J9J,115324.65,115324.65,151255466.5,58327.94180700536,1753802057568,Synapse54,1753802057568,Synapse54
415,"J9L (Mont-Laurier, QC)",J9L,59704.53,59704.53,1339338847.0,180384.92529711727,1753802057568,Synapse54,1753802057568,Synapse54
416,"J9P (Val-D'or, QC)",J9P,76817.51,76817.51,3829796876.0,458548.2575127482,1753802057568,Synapse54,1753802057568,Synapse54
417,"J9T (Amos, QC)",J9T,73451.54,73451.54,683602510.0,189908.9748917051,1753802057568,Synapse54,1753802057568,Synapse54
418,"J9V (Rouyn-Noranda, QC)",J9V,68802.32,68802.32,297071822.0,76817.77391779536,1753802057568,Synapse54,1753802057568,Synapse54
419,"J9X (Rouyn-Noranda, QC)",J9X,64554.28,64554.28,301651162.0,120674.85661136823,1753802057568,Synapse54,1753802057568,Synapse54
420,"J9Y (Rouyn-Noranda, QC)",J9Y,105399.89,105399.89,2199066233.0,465878.96082864003,1753802057568,Synapse54,1753802057568,Synapse54
421,"J9Z (La Sarre, QC)",J9Z,59025.94,59025.94,348212296.0,88902.99107383726,1753802057568,Synapse54,1753802057568,Synapse54
