OBJECTID,DESCRIPTION,ID,HSTE001,HSTE001_A,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
282,"J0Z (Lorrainville, QC)",J0Z,1372722058.0,90999.14,90999.14,59867601510.0,2216439.0400546975,1753809572619,Synapse54,1753809572619,Synapse54
283,"J1A (Coaticook, QC)",J1A,345717005.08,78269.64,78269.64,568143726.5,138682.11350637994,1753809572619,Synapse54,1753809572619,Synapse54
284,"J1C (Sherbrooke, QC)",J1C,283603021.39,99127.24,99127.24,148314795.5,58854.95341782354,1753809572619,Synapse54,1753809572619,Synapse54
285,"J1E (Sherbrooke, QC)",J1E,967394039.98,71648.2,71648.2,36392307.5,31305.785200373433,1753809572619,Synapse54,1753809572619,Synapse54
286,"J1G (Sherbrooke, QC)",J1G,799031035.61,83896.58,83896.58,23722537.5,26568.26494121696,1753809572619,Synapse54,1753809572619,Synapse54
287,"J1H (Sherbrooke, QC)",J1H,1106694069.41,64380.11,64380.11,90156997.5,95524.0591322304,1753809572619,Synapse54,1753809572619,Synapse54
288,"J1J (Sherbrooke, QC)",J1J,754200179.19,96928.44,96928.44,14850239.5,21529.415696903085,1753809572619,Synapse54,1753809572619,Synapse54
289,"J1K (Sherbrooke, QC)",J1K,299046298.52,80280.89,80280.89,14646372.0,20632.820225363073,1753809572619,Synapse54,1753809572619,Synapse54
290,"J1L (Sherbrooke, QC)",J1L,658826970.34,80482.16,80482.16,27073074.0,24825.97616578884,1753809572619,Synapse54,1753809572619,Synapse54
291,"J1M (Sherbrooke, QC)",J1M,249113115.85,89032.56,89032.56,66319442.5,51850.27975629163,1753809572619,Synapse54,1753809572619,Synapse54
292,"J1N (Sherbrooke, QC)",J1N,1711509305.61,111513.51,111513.51,196798113.5,75865.43435097949,1753809572619,Synapse54,1753809572619,Synapse54
293,"J1R (Sherbrooke, QC)",J1R,560057005.47,119542.58,119542.58,129969730.0,55500.89678544112,1753809572619,Synapse54,1753809572619,Synapse54
294,"J1S (Windsor, QC)",J1S,303608141.96,86596.73,86596.73,306725365.5,94080.75320925176,1753809572619,Synapse54,1753809572619,Synapse54
295,"J1T (Val-Des-Sources, QC)",J1T,274332822.3,66585.64,66585.64,94108625.0,49846.76465177346,1753809572619,Synapse54,1753809572619,Synapse54
296,"J1X (Magog, QC)",J1X,1686203101.43,98504.68,98504.68,728921445.0,201253.21200864858,1753809572619,Synapse54,1753809572619,Synapse54
297,"J1Z (Saint-Cyrille-De-Wendover, QC)",J1Z,238667341.24,104039.82,104039.82,352999380.0,123836.95765720992,1753809572619,Synapse54,1753809572619,Synapse54
298,"J2A (Drummondville, QC)",J2A,542198334.19,102070.47,102070.47,210419353.0,83920.96306970775,1753809572619,Synapse54,1753809572619,Synapse54
299,"J2B (Drummondville, QC)",J2B,1378753617.53,83232.94,83232.94,262759591.40234375,162201.91283563137,1753809572619,Synapse54,1753809572619,Synapse54
300,"J2C (Drummondville, QC)",J2C,1258263859.21,83119.56,83119.56,46328225.59765625,41604.1853996451,1753809572619,Synapse54,1753809572619,Synapse54
301,"J2E (Drummondville, QC)",J2E,185995892.97,87941.32,87941.32,18350789.5,28926.839340474853,1753809572619,Synapse54,1753809572619,Synapse54
302,"J2G (Granby, QC)",J2G,1029367209.24,69963.11,69963.11,27125065.5,40964.248286282396,1753809572619,Synapse54,1753809572619,Synapse54
303,"J2H (Granby, QC)",J2H,1149527327.5,116833.76,116833.76,136788271.0,82651.78876586944,1753809572619,Synapse54,1753809572619,Synapse54
304,"J2J (Granby, QC)",J2J,783313606.92,86277.52,86277.52,158975426.5,75483.31166212616,1753809572619,Synapse54,1753809572619,Synapse54
305,"J2K (Cowansville, QC)",J2K,758361015.24,82935.37,82935.37,327067186.0,107161.13325887192,1753809572619,Synapse54,1753809572619,Synapse54
306,"J2L (Bromont, QC)",J2L,1056967549.01,178240.73,178240.73,230068726.0,81624.30958657779,1753809572619,Synapse54,1753809572619,Synapse54
307,"J2M (Shefford, QC)",J2M,385130578.74,122731.22,122731.22,242332781.2734375,116121.4987637872,1753809572619,Synapse54,1753809572619,Synapse54
308,"J2N (Farnham, QC)",J2N,433795365.32,86724.38,86724.38,187541869.5,67299.99265741695,1753809572619,Synapse54,1753809572619,Synapse54
309,"J2R (Saint-Hyacinthe, QC)",J2R,433678810.69,100528.24,100528.24,202913088.0,104737.13437793839,1753809572619,Synapse54,1753809572619,Synapse54
310,"J2S (Saint-Hyacinthe, QC)",J2S,1152200025.64,75169.63,75169.63,64473264.0,73386.10579135851,1753809572619,Synapse54,1753809572619,Synapse54
311,"J2T (Saint-Hyacinthe, QC)",J2T,742114550.45,90934.27,90934.27,91771688.0,53456.23963708392,1753809572619,Synapse54,1753809572619,Synapse54
312,"J2W (Saint-Jean-Sur-Richelieu, QC)",J2W,1548277159.36,131076.63,131076.63,103463004.5,59571.138073747235,1753809572619,Synapse54,1753809572619,Synapse54
313,"J2X (Saint-Jean-Sur-Richelieu, QC)",J2X,955400637.28,106629.54,106629.54,145676986.0,80102.73759580929,1753809572619,Synapse54,1753809572619,Synapse54
314,"J2Y (Saint-Jean-Sur-Richelieu, QC)",J2Y,278612191.26,120977.94,120977.94,146400386.17578125,73826.30271667863,1753809572619,Synapse54,1753809572619,Synapse54
315,"J3A (Saint-Jean-Sur-Richelieu, QC)",J3A,326867804.29,62774.69,62774.69,6186209.0,11188.578319190965,1753809572619,Synapse54,1753809572619,Synapse54
316,"J3B (Saint-Jean-Sur-Richelieu, QC)",J3B,1440899500.0,88730.8,88730.8,95704303.5,54381.46319865555,1753809572619,Synapse54,1753809572619,Synapse54
317,"J3E (Sainte-Julie, QC)",J3E,1698439806.59,139766.28,139766.28,105827610.5,60902.63170645707,1753809572619,Synapse54,1753809572619,Synapse54
318,"J3G (Beloeil, QC)",J3G,1730122450.15,116061.08,116061.08,171490984.5,98109.63892656052,1753809572619,Synapse54,1753809572619,Synapse54
319,"J3H (Beloeil, QC)",J3H,1585238289.03,141817.7,141817.7,80996367.5,55540.40786090735,1753809572619,Synapse54,1753809572619,Synapse54
320,"J3L (Chambly, QC)",J3L,3014169954.13,134225.59,134225.59,364093398.0,124754.83820581688,1753809572619,Synapse54,1753809572619,Synapse54
321,"J3M (Marieville, QC)",J3M,493262143.11,100440.27,100440.27,126097256.5,55752.50302456562,1753809572619,Synapse54,1753809572619,Synapse54
322,"J3N (St-Basile-Le-Grand, QC)",J3N,951594753.79,140851.8,140851.8,74736126.0,37659.20099111866,1753809572619,Synapse54,1753809572619,Synapse54
323,"J3P (Sorel-Tracy, QC)",J3P,1060872188.57,83290.59,83290.59,211886795.0,80652.39762505802,1753809572619,Synapse54,1753809572619,Synapse54
324,"J3R (Sorel-Tracy, QC)",J3R,633596471.34,85679.04,85679.04,57862738.0,40488.46821105956,1753809572619,Synapse54,1753809572619,Synapse54
325,"J3T (Nicolet, QC)",J3T,333431205.91,85913.74,85913.74,271606732.5,71484.12258274788,1753809572619,Synapse54,1753809572619,Synapse54
326,"J3V (Saint-Bruno, QC)",J3V,1777938760.58,165374.27,165374.27,90158805.5,51396.92313356961,1753809572619,Synapse54,1753809572619,Synapse54
327,"J3X (Varennes, QC)",J3X,1133745696.42,130210.83,130210.83,232058892.5,71561.3428539275,1753809572619,Synapse54,1753809572619,Synapse54
328,"J3Y (Saint-Hubert, QC)",J3Y,3175521848.39,112344.22,112344.22,101336037.0,100201.13539228243,1753809572619,Synapse54,1753809572619,Synapse54
329,"J3Z (Saint-Hubert, QC)",J3Z,276407921.63,141457.48,141457.48,22454206.0,63608.93575532092,1753809572619,Synapse54,1753809572619,Synapse54
330,"J4B (Boucherville, QC)",J4B,2778857120.0,157068.57,157068.57,170076124.5,59886.44585342009,1753809572619,Synapse54,1753809572619,Synapse54
331,"J4G (Longueuil, QC)",J4G,557086387.51,110598.85,110598.85,25356829.5,23719.52752698455,1753809572619,Synapse54,1753809572619,Synapse54
332,"J4H (Longueuil, QC)",J4H,745279645.42,88219.65,88219.65,11650935.0,15524.513087115087,1753809572619,Synapse54,1753809572619,Synapse54
333,"J4J (Longueuil, QC)",J4J,1221156997.94,78465.4,78465.4,15351226.5,21930.353895068798,1753809572619,Synapse54,1753809572619,Synapse54
334,"J4K (Longueuil, QC)",J4K,1067562757.21,78181.09,78181.09,12801059.0,20426.997549827258,1753809572619,Synapse54,1753809572619,Synapse54
335,"J4L (Longueuil, QC)",J4L,1226009512.45,83498.57,83498.57,14765810.5,16776.5326873664,1753809572619,Synapse54,1753809572619,Synapse54
336,"J4M (Longueuil, QC)",J4M,678961246.31,131048.3,131048.3,10545973.0,20915.15150342213,1753809572619,Synapse54,1753809572619,Synapse54
337,"J4N (Longueuil, QC)",J4N,736021137.36,137445.59,137445.59,9982414.5,18319.159231838094,1753809572619,Synapse54,1753809572619,Synapse54
338,"J4P (Longueuil, QC)",J4P,864025222.79,150056.48,150056.48,6998059.0,12458.778436344583,1753809572619,Synapse54,1753809572619,Synapse54
339,"J4R (Longueuil, QC)",J4R,725832821.31,142964.9,142964.9,5607448.0,11472.375668491168,1753809572619,Synapse54,1753809572619,Synapse54
340,"J4S (Longueuil, QC)",J4S,476782578.33,150642.2,150642.2,4293595.5,10044.635885759557,1753809572619,Synapse54,1753809572619,Synapse54
341,"J4T (Saint-Hubert, QC)",J4T,743525566.23,81455.47,81455.47,8655769.0,12531.329908587128,1753809572619,Synapse54,1753809572619,Synapse54
342,"J4V (Longueuil, QC)",J4V,736624323.23,96886.01,96886.01,9874770.0,19495.60469716676,1753809572619,Synapse54,1753809572619,Synapse54
343,"J4W (Longueuil, QC)",J4W,738697931.4,100722.38,100722.38,11512935.0,16336.628676963564,1753809572619,Synapse54,1753809572619,Synapse54
344,"J4X (Longueuil, QC)",J4X,1025814840.85,130743.67,130743.67,13216489.5,15198.092586417742,1753809572619,Synapse54,1753809572619,Synapse54
345,"J4Y (Longueuil, QC)",J4Y,1417355762.88,133260.23,133260.23,21259495.5,19670.691530096043,1753809572619,Synapse54,1753809572619,Synapse54
346,"J4Z (Longueuil, QC)",J4Z,1336056779.12,105450.42,105450.42,42442433.5,36399.19983850107,1753809572619,Synapse54,1753809572619,Synapse54
347,"J5A (Saint-Constant, QC)",J5A,1507439764.52,121342.65,121342.65,123489244.5,53706.37543156535,1753809572619,Synapse54,1753809572619,Synapse54
348,"J5B (Delson, QC)",J5B,373695270.06,115302.46,115302.46,13765665.5,25868.554957637258,1753809572619,Synapse54,1753809572619,Synapse54
349,"J5C (Sainte-Catherine, QC)",J5C,777018644.43,110059.3,110059.3,20056189.5,22328.89425891819,1753809572619,Synapse54,1753809572619,Synapse54
350,"J5J (Sainte-Sophie, QC)",J5J,802590440.99,102006.92,102006.92,230905181.0,66651.47964912902,1753809572619,Synapse54,1753809572619,Synapse54
351,"J5K (Saint-Colomban, QC)",J5K,877500172.7,123071.55,123071.55,193780426.5,69823.6154247918,1753809572619,Synapse54,1753809572619,Synapse54
352,"J5L (Saint-Jerome, QC)",J5L,1097844986.63,111117.91,111117.91,95796285.0,58040.91698594175,1753809572619,Synapse54,1753809572619,Synapse54
353,"J5M (Saint-Lin-Laurentides, QC)",J5M,1037770776.06,101503.4,101503.4,245439917.0,79215.19535436288,1753809572619,Synapse54,1753809572619,Synapse54
354,"J5N (Saint-Lin-Laurentides, QC)",J5N,637234765.78,98658.42,98658.42,190530835.0,58815.89393433861,1753809572619,Synapse54,1753809572619,Synapse54
355,"J5R (La Prairie, QC)",J5R,3099151581.49,147277.08,147277.08,116490762.5,83791.09209902641,1753809572619,Synapse54,1753809572619,Synapse54
356,"J5T (Lavaltrie, QC)",J5T,676102776.05,106489.65,106489.65,154486438.5,59411.55582605956,1753809572619,Synapse54,1753809572619,Synapse54
357,"J5V (Louiseville, QC)",J5V,243242362.0,65090.28,65090.28,506748881.0,179854.3461791025,1753809572619,Synapse54,1753809572619,Synapse54
358,"J5W (L'assomption, QC)",J5W,1284286085.23,113623.47,113623.47,332828346.5,103350.78663938354,1753809572619,Synapse54,1753809572619,Synapse54
359,"J5X (L'epiphanie, QC)",J5X,376112700.61,101872.35,101872.35,93137482.5,61537.5779427655,1753809572619,Synapse54,1753809572619,Synapse54
360,"J5Y (Repentigny, QC)",J5Y,1507445107.08,132255.23,132255.23,22356230.5,21230.469901767003,1753809572619,Synapse54,1753809572619,Synapse54
361,"J5Z (Repentigny, QC)",J5Z,1320248971.03,110130.88,110130.88,78014581.0,40720.846170485005,1753809572619,Synapse54,1753809572619,Synapse54
362,"J6A (Repentigny, QC)",J6A,1636456316.93,108662.44,108662.44,48655375.5,39943.850012514275,1753809572619,Synapse54,1753809572619,Synapse54
363,"J6E (Joliette, QC)",J6E,1903681655.19,82826.39,82826.39,137214208.0,95275.2587794035,1753809572619,Synapse54,1753809572619,Synapse54
364,"J6J (Chateauguay, QC)",J6J,1061716241.05,101521.92,101521.92,74217052.0,72123.22068999698,1753809572619,Synapse54,1753809572619,Synapse54
365,"J6K (Chateauguay, QC)",J6K,1048677541.13,102761.15,102761.15,20188406.0,28536.15419577854,1753809572619,Synapse54,1753809572619,Synapse54
366,"J6N (Beauharnois, QC)",J6N,734085452.9,95064.16,95064.16,233462281.0,99024.33793574793,1753809572619,Synapse54,1753809572619,Synapse54
367,"J6R (Mercier, QC)",J6R,724332720.94,125556.03,125556.03,115347180.0,49311.90260299979,1753809572619,Synapse54,1753809572619,Synapse54
368,"J6S (Salaberry-De-Valleyfield, QC)",J6S,1053076318.29,85234.83,85234.83,210261044.5,73467.37727321035,1753809572619,Synapse54,1753809572619,Synapse54
369,"J6T (Salaberry-De-Valleyfield, QC)",J6T,724004655.97,78893.39,78893.39,46981135.0,36756.956833154014,1753809572619,Synapse54,1753809572619,Synapse54
370,"J6V (Terrebonne, QC)",J6V,817180697.64,138787.48,138787.48,60800572.0,35889.68273881664,1753809572619,Synapse54,1753809572619,Synapse54
371,"J6W (Terrebonne, QC)",J6W,1598466379.62,111953.1,111953.1,39136671.0,33325.59650886826,1753809572619,Synapse54,1753809572619,Synapse54
372,"J6X (Terrebonne, QC)",J6X,1160735564.6,120383.28,120383.28,60225849.5,43095.169343531845,1753809572619,Synapse54,1753809572619,Synapse54
373,"J6Y (Terrebonne, QC)",J6Y,1240968769.39,144265.14,144265.14,81550557.0,61201.9952124608,1753809572619,Synapse54,1753809572619,Synapse54
374,"J6Z (Rosemere, QC)",J6Z,1144756898.2,143381.38,143381.38,22537924.0,22963.79436186629,1753809572619,Synapse54,1753809572619,Synapse54
375,"J7A (Rosemere, QC)",J7A,858452393.23,156794.96,156794.96,24339416.5,22941.14213233615,1753809572619,Synapse54,1753809572619,Synapse54
376,"J7B (Boisbriand, QC)",J7B,1005128248.21,220810.25,220810.25,14667986.5,16792.064136555553,1753809572619,Synapse54,1753809572619,Synapse54
377,"J7C (Boisbriand, QC)",J7C,2453986940.73,129484.33,129484.33,94216134.5,48996.310543076004,1753809572619,Synapse54,1753809572619,Synapse54
378,"J7E (Boisbriand, QC)",J7E,1288240482.06,91500.85,91500.85,38942666.0,66768.75062873606,1753809572619,Synapse54,1753809572619,Synapse54
379,"J7G (Boisbriand, QC)",J7G,896774434.41,117764.21,117764.21,24826343.0,22844.466974416475,1753809572619,Synapse54,1753809572619,Synapse54
380,"J7H (Boisbriand, QC)",J7H,412762462.9,109689.73,109689.73,18524557.5,29683.633390851617,1753809572619,Synapse54,1753809572619,Synapse54
381,"J7J (Boisbriand, QC)",J7J,1519457283.85,118190.52,118190.52,216897455.5,103444.96666308724,1753809572619,Synapse54,1753809572619,Synapse54
382,"J7K (Terrebonne, QC)",J7K,1841499906.38,117166.12,117166.12,193069363.5,83975.60969421153,1753809572619,Synapse54,1753809572619,Synapse54
383,"J7L (Terrebonne, QC)",J7L,715876660.35,127041.11,127041.11,28664221.0,25040.678807417222,1753809572619,Synapse54,1753809572619,Synapse54
384,"J7M (Terrebonne, QC)",J7M,1015712379.88,114099.35,114099.35,82543767.0,48321.76398543206,1753809572619,Synapse54,1753809572619,Synapse54
385,"J7N (Boisbriand, QC)",J7N,1717543349.9,113699.41,113699.41,781900527.5,198254.3737699631,1753809572619,Synapse54,1753809572619,Synapse54
386,"J7P (Saint-Eustache, QC)",J7P,1154158532.85,104562.29,104562.29,34525041.5,29797.38514106549,1753809572619,Synapse54,1753809572619,Synapse54
387,"J7R (Saint-Eustache, QC)",J7R,1716222630.44,109543.79,109543.79,124808411.0,71490.55014073827,1753809572619,Synapse54,1753809572619,Synapse54
388,"J7T (Vaudreuil-Dorion, QC)",J7T,1632113662.65,146706.85,146706.85,297651983.5,93415.04234638221,1753809572619,Synapse54,1753809572619,Synapse54
389,"J7V (Vaudreuil-Dorion, QC)",J7V,3383014554.07,116740.21,116740.21,362449115.0,152968.31394129083,1753809572619,Synapse54,1753809572619,Synapse54
390,"J7W (Vaudreuil-Dorion, QC)",J7W,722437467.78,118978.5,118978.5,24383265.0,23490.450057951097,1753809572619,Synapse54,1753809572619,Synapse54
391,"J7X (Salaberry-De-Valleyfield, QC)",J7X,268260637.1,101690.92,101690.92,64920487.0,46286.99583260664,1753809572619,Synapse54,1753809572619,Synapse54
392,"J7Y (Saint-Jerome, QC)",J7Y,1109849956.92,78645.83,78645.83,50087471.02734375,55705.64280837206,1753809572619,Synapse54,1753809572619,Synapse54
393,"J7Z (Saint-Jerome, QC)",J7Z,1181589849.88,75888.88,75888.88,36942944.47265625,33700.08035698858,1753809572619,Synapse54,1753809572619,Synapse54
394,"J8A (Saint-Hippolyte, QC)",J8A,547683114.57,106677.66,106677.66,272351866.0,88660.25650248205,1753809572619,Synapse54,1753809572619,Synapse54
395,"J8B (Sainte-Adele, QC)",J8B,758843239.19,104322.69,104322.69,257661278.5,87331.95722532229,1753809572619,Synapse54,1753809572619,Synapse54
396,"J8C (Sainte-Agathe-Des-Monts, QC)",J8C,518095411.9,83956.48,83956.48,363538345.5,105828.83702167151,1753809572619,Synapse54,1753809572619,Synapse54
397,"J8E (Mont-Tremblant, QC)",J8E,603117528.48,100369.03,100369.03,598027685.5,128502.35538817226,1753809572619,Synapse54,1753809572619,Synapse54
398,"J8G (Brownsburg-Chatham, QC)",J8G,342406478.66,84129.36,84129.36,1206240278.5,237511.8555793957,1753809572619,Synapse54,1753809572619,Synapse54
399,"J8H (Lachute, QC)",J8H,604400965.05,78852.05,78852.05,482502118.5,169179.8899596451,1753809572619,Synapse54,1753809572619,Synapse54
400,"J8L (Gatineau, QC)",J8L,969758791.1,106590.33,106590.33,1293058071.0,172060.6388984216,1753809572619,Synapse54,1753809572619,Synapse54
401,"J8M (Gatineau, QC)",J8M,643032081.24,115362.77,115362.77,154732777.5,65024.547084615566,1753809572619,Synapse54,1753809572619,Synapse54
402,"J8N (Val-Des-Monts, QC)",J8N,819533847.29,130790.59,130790.59,1732302854.5,285589.92276472907,1753809572619,Synapse54,1753809572619,Synapse54
403,"J8P (Gatineau, QC)",J8P,1522877847.15,94430.32,94430.32,58693548.0,43657.291681754716,1753809572619,Synapse54,1753809572619,Synapse54
404,"J8R (Gatineau, QC)",J8R,1551089934.61,134701.69,134701.69,156666056.5,68675.20266685543,1753809572619,Synapse54,1753809572619,Synapse54
405,"J8T (Gatineau, QC)",J8T,1723281555.35,94359.17,94359.17,47793402.0,43358.360078022946,1753809572619,Synapse54,1753809572619,Synapse54
406,"J8V (Gatineau, QC)",J8V,1647663044.16,154347.83,154347.83,324712509.0,103708.66049045212,1753809572619,Synapse54,1753809572619,Synapse54
407,"J8X (Gatineau, QC)",J8X,476850096.52,70571.27,70571.27,14811708.0,18647.21034649298,1753809572619,Synapse54,1753809572619,Synapse54
408,"J8Y (Gatineau, QC)",J8Y,984930944.26,76815.7,76815.7,19695262.5,21673.890152602384,1753809572619,Synapse54,1753809572619,Synapse54
409,"J8Z (Gatineau, QC)",J8Z,717727991.72,102386.3,102386.3,23130629.5,26602.970961144994,1753809572619,Synapse54,1753809572619,Synapse54
410,"J9A (Gatineau, QC)",J9A,1287468497.56,123581.16,123581.16,30373310.5,26686.619129442304,1753809572619,Synapse54,1753809572619,Synapse54
411,"J9B (Chelsea, QC)",J9B,600063900.53,177744.05,177744.05,246189543.5,86816.99350066783,1753809572619,Synapse54,1753809572619,Synapse54
412,"J9E (Maniwaki, QC)",J9E,265491743.72,69391.46,69391.46,1377109169.5,310831.3640939274,1753809572619,Synapse54,1753809572619,Synapse54
413,"J9H (Gatineau, QC)",J9H,1634991652.71,116593.57,116593.57,62556078.0,44664.06309859117,1753809572619,Synapse54,1753809572619,Synapse54
414,"J9J (Gatineau, QC)",J9J,2471228722.01,141992.0,141992.0,151255466.5,58327.94180700536,1753809572619,Synapse54,1753809572619,Synapse54
415,"J9L (Mont-Laurier, QC)",J9L,574677113.45,80940.44,80940.44,1339338847.0,180384.92529711727,1753809572619,Synapse54,1753809572619,Synapse54
416,"J9P (Val-D'or, QC)",J9P,1626316454.09,100439.5,100439.5,3829796876.0,458548.2575127482,1753809572619,Synapse54,1753809572619,Synapse54
417,"J9T (Amos, QC)",J9T,569423412.6,92664.51,92664.51,683602510.0,189908.9748917051,1753809572619,Synapse54,1753809572619,Synapse54
418,"J9V (Rouyn-Noranda, QC)",J9V,146550632.62,85352.73,85352.73,297071822.0,76817.77391779536,1753809572619,Synapse54,1753809572619,Synapse54
419,"J9X (Rouyn-Noranda, QC)",J9X,1007183254.83,83736.55,83736.55,301651162.0,120674.85661136823,1753809572619,Synapse54,1753809572619,Synapse54
420,"J9Y (Rouyn-Noranda, QC)",J9Y,562693884.14,124187.57,124187.57,2199066233.0,465878.96082864003,1753809572619,Synapse54,1753809572619,Synapse54
421,"J9Z (La Sarre, QC)",J9Z,291345474.38,83028.06,83028.06,348212296.0,88902.99107383726,1753809572619,Synapse54,1753809572619,Synapse54
